method,task,regime,split,success,success_ci95,contact_mode_f1,contact_mode_f1_ci95,boundary_error,boundary_error_ci95,unsafe_impulse,unsafe_impulse_ci95,jam_rate,jam_rate_ci95,slip_overshoot,slip_overshoot_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
no_contact_behavior_clone,tool_levering,unilateral_lift_off,unseen_geometry,0.3724,0.0477,0.2237,0.0039,0.3463,0.0046,0.1121,0.004,0.0973,0.0015,0.0723,0.0057,0.1376,0.0,0.2526,0.0072,7
no_contact_behavior_clone,tool_levering,unilateral_lift_off,unseen_friction,0.3248,0.0419,0.2268,0.0051,0.3515,0.0034,0.1029,0.0037,0.1006,0.0028,0.1129,0.002,0.141,0.0,0.2474,0.0082,7
no_contact_behavior_clone,tool_levering,unilateral_lift_off,combined_stress,0.318,0.0397,0.2129,0.0071,0.3618,0.0041,0.1237,0.0023,0.1132,0.0033,0.1132,0.0028,0.1512,0.0,0.2311,0.0054,7
no_contact_behavior_clone,tool_levering,contact_jamming,nominal,0.4303,0.0415,0.2448,0.0103,0.3204,0.0034,0.0843,0.0021,0.1063,0.0053,0.0459,0.003,0.1231,0.0,0.2633,0.0045,7
no_contact_behavior_clone,tool_levering,contact_jamming,seen_shift,0.398,0.0404,0.2315,0.0103,0.3433,0.005,0.1059,0.0028,0.1348,0.0035,0.0714,0.0032,0.1358,0.0,0.2503,0.0053,7
no_contact_behavior_clone,tool_levering,contact_jamming,unseen_geometry,0.3673,0.0362,0.2205,0.0062,0.3602,0.0036,0.1248,0.0039,0.1555,0.0037,0.0769,0.0044,0.1422,0.0,0.2469,0.0069,7
no_contact_behavior_clone,tool_levering,contact_jamming,unseen_friction,0.3401,0.0491,0.2302,0.0059,0.3565,0.0053,0.1174,0.0042,0.1409,0.0032,0.1196,0.0039,0.1458,0.0,0.2434,0.0054,7
no_contact_behavior_clone,tool_levering,contact_jamming,combined_stress,0.3214,0.0411,0.2069,0.0081,0.3786,0.0061,0.1414,0.002,0.1704,0.0017,0.1203,0.004,0.1567,0.0,0.2354,0.0054,7
no_contact_behavior_clone,tool_levering,release_snap,nominal,0.4031,0.0641,0.2408,0.0098,0.347,0.0044,0.1054,0.0034,0.0808,0.0034,0.0502,0.0027,0.1228,0.0,0.2644,0.0063,7
no_contact_behavior_clone,tool_levering,release_snap,seen_shift,0.3827,0.032,0.2316,0.0042,0.3707,0.0044,0.1337,0.003,0.0989,0.0037,0.0716,0.0043,0.1354,0.0,0.2558,0.005,7
no_contact_behavior_clone,tool_levering,release_snap,unseen_geometry,0.3163,0.0341,0.2287,0.0107,0.3969,0.0027,0.161,0.0028,0.1102,0.0046,0.0746,0.0037,0.1418,0.0,0.2462,0.0049,7
no_contact_behavior_clone,tool_levering,release_snap,unseen_friction,0.2993,0.0505,0.2203,0.0057,0.3924,0.0032,0.1437,0.003,0.109,0.0033,0.118,0.0051,0.1454,0.0,0.2475,0.0095,7
no_contact_behavior_clone,tool_levering,release_snap,combined_stress,0.2619,0.0401,0.215,0.0062,0.4176,0.006,0.178,0.0027,0.131,0.0055,0.1226,0.0035,0.1563,0.0,0.2356,0.004,7
no_contact_behavior_clone,tool_levering,combined_contact_shock,nominal,0.3878,0.0553,0.2494,0.0062,0.366,0.003,0.1137,0.0027,0.11,0.0026,0.0634,0.0024,0.1242,0.0,0.2628,0.0083,7
no_contact_behavior_clone,tool_levering,combined_contact_shock,seen_shift,0.3418,0.0419,0.2272,0.0066,0.3968,0.0044,0.1428,0.0033,0.1332,0.0027,0.0912,0.0032,0.1372,0.0,0.2516,0.0051,7
no_contact_behavior_clone,tool_levering,combined_contact_shock,unseen_geometry,0.3044,0.048,0.2285,0.0104,0.423,0.0031,0.1732,0.0034,0.1577,0.0048,0.0936,0.0026,0.1437,0.0,0.2418,0.0045,7
no_contact_behavior_clone,tool_levering,combined_contact_shock,unseen_friction,0.2636,0.0241,0.2257,0.0082,0.422,0.0042,0.1557,0.0038,0.1445,0.0029,0.1459,0.0029,0.1474,0.0,0.2419,0.0052,7
no_contact_behavior_clone,tool_levering,combined_contact_shock,combined_stress,0.2364,0.0316,0.2082,0.0086,0.4534,0.0041,0.1907,0.0016,0.1787,0.0019,0.1485,0.0033,0.1586,0.0,0.2298,0.0061,7
no_contact_behavior_clone,mobile_pushing,nominal_contact,nominal,0.5187,0.0367,0.2465,0.0045,0.2782,0.0047,0.0404,0.0042,0.0604,0.0048,0.0434,0.0037,0.1137,0.0,0.2568,0.0082,7
no_contact_behavior_clone,mobile_pushing,nominal_contact,seen_shift,0.4745,0.0267,0.2285,0.0065,0.2873,0.0036,0.0452,0.0031,0.0719,0.0036,0.0618,0.004,0.1241,0.0,0.2573,0.007,7
no_contact_behavior_clone,mobile_pushing,nominal_contact,unseen_geometry,0.4524,0.0438,0.2282,0.0071,0.2979,0.0042,0.0474,0.0041,0.0838,0.0011,0.0689,0.0047,0.1292,0.0,0.246,0.0051,7
no_contact_behavior_clone,mobile_pushing,nominal_contact,unseen_friction,0.4456,0.0259,0.2248,0.009,0.3037,0.0055,0.0476,0.0017,0.0796,0.004,0.1082,0.0036,0.1322,0.0,0.2408,0.0038,7
no_contact_behavior_clone,mobile_pushing,nominal_contact,combined_stress,0.3776,0.0359,0.2144,0.0047,0.3076,0.0023,0.0502,0.0038,0.095,0.0036,0.1106,0.0025,0.1411,0.0,0.2271,0.0057,7
no_contact_behavior_clone,mobile_pushing,impact_onset,nominal,0.4796,0.0575,0.2514,0.0058,0.3297,0.0028,0.0918,0.0039,0.075,0.0032,0.0438,0.0058,0.1222,0.0,0.2608,0.0064,7
no_contact_behavior_clone,mobile_pushing,impact_onset,seen_shift,0.3639,0.0449,0.2276,0.0099,0.3441,0.0033,0.1148,0.0039,0.0942,0.0036,0.0644,0.0031,0.1348,0.0,0.2494,0.0039,7
no_contact_behavior_clone,mobile_pushing,impact_onset,unseen_geometry,0.3571,0.0619,0.2279,0.0089,0.3684,0.0033,0.1353,0.0034,0.106,0.0017,0.0727,0.0046,0.141,0.0,0.2493,0.0058,7
no_contact_behavior_clone,mobile_pushing,impact_onset,unseen_friction,0.3929,0.0464,0.2255,0.0038,0.3659,0.0075,0.1251,0.0033,0.1046,0.0038,0.1124,0.0025,0.1446,0.0,0.2461,0.0023,7
no_contact_behavior_clone,mobile_pushing,impact_onset,combined_stress,0.3299,0.0548,0.203,0.0109,0.3854,0.0036,0.1528,0.003,0.1246,0.0045,0.1204,0.0029,0.1553,0.0,0.2336,0.0028,7
no_contact_behavior_clone,mobile_pushing,stick_slip_transition,nominal,0.4405,0.0297,0.241,0.003,0.3308,0.005,0.0684,0.004,0.0698,0.0042,0.0859,0.0032,0.1214,0.0,0.2668,0.0047,7
no_contact_behavior_clone,mobile_pushing,stick_slip_transition,seen_shift,0.4218,0.0623,0.2279,0.0082,0.3532,0.0042,0.0837,0.0039,0.0888,0.0014,0.1181,0.0016,0.1337,0.0,0.2508,0.0035,7
no_contact_behavior_clone,mobile_pushing,stick_slip_transition,unseen_geometry,0.3912,0.0339,0.2263,0.0037,0.3626,0.0041,0.0946,0.0027,0.0979,0.0019,0.1275,0.0042,0.1399,0.0,0.2491,0.0068,7
no_contact_behavior_clone,mobile_pushing,stick_slip_transition,unseen_friction,0.3367,0.0313,0.2243,0.0067,0.3859,0.0053,0.0938,0.0019,0.0983,0.0026,0.1928,0.0051,0.1434,0.0,0.2383,0.0099,7
no_contact_behavior_clone,mobile_pushing,stick_slip_transition,combined_stress,0.3027,0.037,0.2167,0.0092,0.4008,0.004,0.1105,0.0016,0.1163,0.0023,0.192,0.0041,0.154,0.0,0.2324,0.0065,7
no_contact_behavior_clone,mobile_pushing,unilateral_lift_off,nominal,0.4677,0.0508,0.2452,0.0075,0.3082,0.0044,0.0672,0.0027,0.0669,0.0019,0.0553,0.0032,0.1198,0.0,0.2618,0.0062,7
no_contact_behavior_clone,mobile_pushing,unilateral_lift_off,seen_shift,0.3997,0.0397,0.2323,0.0038,0.3217,0.0044,0.0824,0.0019,0.0811,0.002,0.0772,0.0023,0.1317,0.0,0.2571,0.0054,7
no_contact_behavior_clone,mobile_pushing,unilateral_lift_off,unseen_geometry,0.415,0.0487,0.2284,0.0064,0.3338,0.004,0.0959,0.0033,0.0896,0.0046,0.0815,0.0044,0.1376,0.0,0.2458,0.0064,7
no_contact_behavior_clone,mobile_pushing,unilateral_lift_off,unseen_friction,0.3776,0.0428,0.2182,0.0057,0.3381,0.0045,0.0898,0.0032,0.0885,0.0021,0.1296,0.0023,0.141,0.0,0.2393,0.0086,7
no_contact_behavior_clone,mobile_pushing,unilateral_lift_off,combined_stress,0.3316,0.032,0.2106,0.0095,0.3573,0.0031,0.1052,0.0033,0.1064,0.0029,0.1341,0.0023,0.1512,0.0,0.2288,0.0059,7
no_contact_behavior_clone,mobile_pushing,contact_jamming,nominal,0.4439,0.0282,0.2509,0.0044,0.3145,0.0046,0.0742,0.0022,0.0939,0.0049,0.0596,0.0054,0.1231,0.0,0.2639,0.009,7
no_contact_behavior_clone,mobile_pushing,contact_jamming,seen_shift,0.3946,0.0614,0.2282,0.0037,0.3315,0.005,0.0954,0.0017,0.1176,0.004,0.08,0.0014,0.1358,0.0,0.2466,0.0052,7
no_contact_behavior_clone,mobile_pushing,contact_jamming,unseen_geometry,0.3639,0.0238,0.2281,0.0091,0.3477,0.0035,0.1101,0.0027,0.1341,0.0036,0.0895,0.0044,0.1422,0.0,0.2459,0.0045,7
no_contact_behavior_clone,mobile_pushing,contact_jamming,unseen_friction,0.3759,0.0496,0.2214,0.005,0.3537,0.0035,0.1053,0.0018,0.1255,0.0056,0.1366,0.0031,0.1458,0.0,0.244,0.0042,7
no_contact_behavior_clone,mobile_pushing,contact_jamming,combined_stress,0.2976,0.0527,0.2085,0.0112,0.3656,0.005,0.1231,0.0034,0.1513,0.0024,0.1389,0.0038,0.1567,0.0,0.2335,0.0031,7
no_contact_behavior_clone,mobile_pushing,release_snap,nominal,0.4541,0.0347,0.2374,0.0079,0.3321,0.0049,0.0882,0.0038,0.0732,0.0033,0.0606,0.0046,0.1228,0.0,0.2633,0.0047,7
no_contact_behavior_clone,mobile_pushing,release_snap,seen_shift,0.3895,0.0466,0.2305,0.0088,0.3501,0.0044,0.1095,0.0017,0.0893,0.0041,0.08,0.0029,0.1354,0.0,0.2557,0.0077,7
no_contact_behavior_clone,mobile_pushing,release_snap,unseen_geometry,0.3418,0.0321,0.2237,0.0097,0.3732,0.0067,0.133,0.0045,0.1009,0.003,0.0903,0.0042,0.1418,0.0,0.2463,0.0046,7
no_contact_behavior_clone,mobile_pushing,release_snap,unseen_friction,0.3435,0.0462,0.2154,0.0111,0.3748,0.0028,0.1222,0.0035,0.1017,0.003,0.1405,0.0026,0.1454,0.0,0.2424,0.0061,7
no_contact_behavior_clone,mobile_pushing,release_snap,combined_stress,0.2721,0.0172,0.2107,0.0126,0.3951,0.0063,0.1498,0.0022,0.1161,0.0059,0.1443,0.0034,0.1563,0.0,0.227,0.0054,7
no_contact_behavior_clone,mobile_pushing,combined_contact_shock,nominal,0.4031,0.0372,0.2457,0.0076,0.3583,0.0043,0.0959,0.0018,0.0964,0.0048,0.0844,0.0031,0.1242,0.0,0.2649,0.0049,7
no_contact_behavior_clone,mobile_pushing,combined_contact_shock,seen_shift,0.3605,0.0296,0.2324,0.0091,0.3829,0.0038,0.121,0.0025,0.1152,0.003,0.1147,0.0045,0.1372,0.0,0.2444,0.0089,7
no_contact_behavior_clone,mobile_pushing,combined_contact_shock,unseen_geometry,0.2653,0.0278,0.2264,0.0062,0.4051,0.0042,0.1421,0.002,0.1362,0.0044,0.119,0.0049,0.1437,0.0,0.2479,0.0057,7
no_contact_behavior_clone,mobile_pushing,combined_contact_shock,unseen_friction,0.3095,0.0228,0.2211,0.0084,0.4184,0.0022,0.1347,0.0041,0.129,0.004,0.1885,0.0037,0.1474,0.0,0.2449,0.0059,7
no_contact_behavior_clone,mobile_pushing,combined_contact_shock,combined_stress,0.2993,0.0525,0.2072,0.0042,0.439,0.0037,0.163,0.003,0.1557,0.0025,0.1848,0.0049,0.1586,0.0,0.2321,0.0067,7
domain_randomization,peg_insertion,nominal_contact,nominal,0.4966,0.0659,0.3232,0.0104,0.2765,0.0034,0.0402,0.004,0.0652,0.0026,0.0373,0.0042,0.1219,0.0,0.334,0.0073,7
domain_randomization,peg_insertion,nominal_contact,seen_shift,0.5391,0.0282,0.3233,0.0067,0.284,0.0024,0.0444,0.0029,0.0781,0.0031,0.05,0.005,0.1322,0.0,0.3184,0.0071,7
domain_randomization,peg_insertion,nominal_contact,unseen_geometry,0.4694,0.0363,0.3158,0.0113,0.2955,0.005,0.0475,0.002,0.0913,0.0039,0.0549,0.0056,0.1374,0.0,0.3093,0.007,7
domain_randomization,peg_insertion,nominal_contact,unseen_friction,0.4932,0.0143,0.313,0.0052,0.2874,0.0046,0.0466,0.0026,0.0923,0.0028,0.0894,0.0017,0.1404,0.0,0.3097,0.0079,7
domain_randomization,peg_insertion,nominal_contact,combined_stress,0.4371,0.0416,0.2947,0.0093,0.3009,0.0037,0.0522,0.0035,0.1049,0.0053,0.0911,0.0039,0.1492,0.0,0.2979,0.0089,7
domain_randomization,peg_insertion,impact_onset,nominal,0.5204,0.0313,0.3368,0.0056,0.3308,0.0077,0.0938,0.0031,0.0894,0.002,0.0366,0.0021,0.1304,0.0,0.335,0.0073,7
domain_randomization,peg_insertion,impact_onset,seen_shift,0.4405,0.031,0.3194,0.0076,0.3575,0.0058,0.1153,0.0025,0.1084,0.003,0.0549,0.0028,0.1429,0.0,0.3163,0.0045,7
domain_randomization,peg_insertion,impact_onset,unseen_geometry,0.4388,0.0513,0.3098,0.0066,0.3797,0.0041,0.1391,0.003,0.1244,0.0025,0.0594,0.0026,0.1492,0.0,0.3094,0.0066,7
domain_randomization,peg_insertion,impact_onset,unseen_friction,0.4252,0.0232,0.3048,0.0055,0.366,0.0045,0.1265,0.0031,0.1241,0.0016,0.0955,0.0034,0.1528,0.0,0.3107,0.0048,7
domain_randomization,peg_insertion,impact_onset,combined_stress,0.3537,0.0541,0.2965,0.0086,0.393,0.0056,0.1557,0.0029,0.1419,0.0039,0.0968,0.0035,0.1635,0.0,0.3034,0.0059,7
domain_randomization,peg_insertion,stick_slip_transition,nominal,0.5017,0.0482,0.3276,0.0092,0.3134,0.0051,0.0683,0.0036,0.0834,0.0025,0.0589,0.0039,0.1296,0.0,0.3291,0.0048,7
domain_randomization,peg_insertion,stick_slip_transition,seen_shift,0.4796,0.0202,0.3159,0.0067,0.3319,0.0047,0.0781,0.0036,0.1033,0.0034,0.0798,0.0038,0.1419,0.0,0.3217,0.0093,7
domain_randomization,peg_insertion,stick_slip_transition,unseen_geometry,0.4456,0.0313,0.3108,0.0082,0.3444,0.0051,0.0926,0.003,0.1166,0.003,0.0855,0.0041,0.148,0.0,0.3117,0.0078,7
domain_randomization,peg_insertion,stick_slip_transition,unseen_friction,0.4524,0.0455,0.3078,0.0074,0.3485,0.0049,0.0938,0.0035,0.1172,0.0026,0.1351,0.0017,0.1516,0.0,0.3076,0.0068,7
domain_randomization,peg_insertion,stick_slip_transition,combined_stress,0.3844,0.0296,0.2949,0.0065,0.3631,0.0037,0.1067,0.0042,0.137,0.0037,0.138,0.0029,0.1621,0.0,0.3,0.0046,7
domain_randomization,peg_insertion,unilateral_lift_off,nominal,0.4949,0.0313,0.3335,0.0079,0.3041,0.0035,0.0713,0.0029,0.0769,0.0033,0.0418,0.0029,0.1279,0.0,0.33,0.0063,7
domain_randomization,peg_insertion,unilateral_lift_off,seen_shift,0.4813,0.0458,0.3255,0.0074,0.3176,0.0042,0.0858,0.0021,0.0936,0.0032,0.0614,0.0023,0.1398,0.0,0.319,0.006,7
domain_randomization,peg_insertion,unilateral_lift_off,unseen_geometry,0.4286,0.0345,0.3113,0.0071,0.3301,0.0041,0.0947,0.002,0.1025,0.0019,0.0634,0.004,0.1458,0.0,0.312,0.0055,7
domain_randomization,peg_insertion,unilateral_lift_off,unseen_friction,0.4014,0.041,0.3087,0.0037,0.3323,0.0039,0.0895,0.0031,0.1057,0.0032,0.0991,0.0042,0.1492,0.0,0.3084,0.0023,7
domain_randomization,peg_insertion,unilateral_lift_off,combined_stress,0.4048,0.0353,0.2977,0.0064,0.3466,0.0078,0.1052,0.0031,0.1194,0.0025,0.1021,0.0053,0.1594,0.0,0.3022,0.0025,7
domain_randomization,peg_insertion,contact_jamming,nominal,0.5204,0.0474,0.3269,0.0056,0.3125,0.0024,0.0771,0.001,0.116,0.0039,0.047,0.0036,0.1312,0.0,0.3242,0.0045,7
domain_randomization,peg_insertion,contact_jamming,seen_shift,0.4728,0.0501,0.3245,0.0055,0.3275,0.0043,0.092,0.0031,0.1405,0.0024,0.0622,0.004,0.1439,0.0,0.3179,0.0047,7
domain_randomization,peg_insertion,contact_jamming,unseen_geometry,0.4099,0.0394,0.3147,0.0123,0.3427,0.0061,0.109,0.0023,0.1702,0.0042,0.0688,0.0026,0.1503,0.0,0.3124,0.0073,7
domain_randomization,peg_insertion,contact_jamming,unseen_friction,0.3656,0.037,0.3101,0.0074,0.3451,0.0037,0.1019,0.0038,0.1525,0.003,0.1028,0.002,0.154,0.0,0.3129,0.0063,7
domain_randomization,peg_insertion,contact_jamming,combined_stress,0.3793,0.0343,0.2852,0.0077,0.3603,0.0023,0.1203,0.0027,0.1864,0.0038,0.1093,0.0024,0.1649,0.0,0.2932,0.0061,7
domain_randomization,peg_insertion,release_snap,nominal,0.5153,0.0141,0.3269,0.0069,0.3241,0.0058,0.0906,0.0028,0.0867,0.0032,0.0444,0.0036,0.1309,0.0,0.3238,0.006,7
domain_randomization,peg_insertion,release_snap,seen_shift,0.4405,0.0411,0.3152,0.009,0.3497,0.0034,0.1112,0.0015,0.103,0.0027,0.061,0.0025,0.1436,0.0,0.3178,0.0069,7
domain_randomization,peg_insertion,release_snap,unseen_geometry,0.4099,0.0446,0.311,0.0089,0.3716,0.005,0.1349,0.0033,0.1167,0.0032,0.0654,0.0033,0.1499,0.0,0.3097,0.0032,7
domain_randomization,peg_insertion,release_snap,unseen_friction,0.4031,0.0257,0.3079,0.0068,0.3667,0.0043,0.1221,0.0033,0.1158,0.0039,0.1042,0.0036,0.1536,0.0,0.304,0.0047,7
domain_randomization,peg_insertion,release_snap,combined_stress,0.3827,0.043,0.2934,0.0079,0.3879,0.0028,0.148,0.0019,0.1354,0.0058,0.1073,0.0048,0.1644,0.0,0.2947,0.0046,7
domain_randomization,peg_insertion,combined_contact_shock,nominal,0.4762,0.0249,0.3323,0.0101,0.345,0.0043,0.0993,0.0029,0.1171,0.003,0.0571,0.0045,0.1323,0.0,0.333,0.0044,7
domain_randomization,peg_insertion,combined_contact_shock,seen_shift,0.3997,0.0469,0.3181,0.0083,0.3703,0.0053,0.1201,0.0024,0.1442,0.0034,0.0753,0.0034,0.1453,0.0,0.3184,0.006,7
domain_randomization,peg_insertion,combined_contact_shock,unseen_geometry,0.3384,0.0416,0.3134,0.0083,0.396,0.0051,0.1483,0.0024,0.1708,0.0019,0.0844,0.0051,0.1518,0.0,0.3118,0.0062,7
domain_randomization,peg_insertion,combined_contact_shock,unseen_friction,0.3571,0.0626,0.306,0.0059,0.3931,0.0059,0.1338,0.0019,0.1573,0.0064,0.128,0.0036,0.1556,0.0,0.3129,0.0059,7
domain_randomization,peg_insertion,combined_contact_shock,combined_stress,0.3214,0.0532,0.292,0.0091,0.4158,0.0026,0.1619,0.0024,0.1874,0.0049,0.131,0.0037,0.1667,0.0,0.2987,0.0042,7
domain_randomization,drawer_opening,nominal_contact,nominal,0.5612,0.0424,0.3315,0.0069,0.2702,0.0049,0.0392,0.0038,0.0583,0.0036,0.0361,0.004,0.1219,0.0,0.3301,0.0078,7
domain_randomization,drawer_opening,nominal_contact,seen_shift,0.5034,0.034,0.3146,0.0098,0.282,0.0041,0.0441,0.0024,0.0695,0.0032,0.0517,0.0051,0.1322,0.0,0.3205,0.0032,7
domain_randomization,drawer_opening,nominal_contact,unseen_geometry,0.5136,0.0763,0.3037,0.0045,0.284,0.0051,0.0454,0.0028,0.078,0.0025,0.0616,0.0019,0.1374,0.0,0.3149,0.0077,7
domain_randomization,drawer_opening,nominal_contact,unseen_friction,0.5323,0.0488,0.3117,0.01,0.2814,0.0036,0.0468,0.0028,0.0827,0.0028,0.0952,0.0019,0.1404,0.0,0.3119,0.0045,7
domain_randomization,drawer_opening,nominal_contact,combined_stress,0.4694,0.0488,0.2858,0.0054,0.2899,0.0033,0.049,0.003,0.0997,0.0043,0.1003,0.0022,0.1492,0.0,0.298,0.0027,7
domain_randomization,drawer_opening,impact_onset,nominal,0.5493,0.0347,0.3319,0.0082,0.3073,0.0037,0.0802,0.0031,0.0767,0.004,0.041,0.0045,0.1304,0.0,0.3283,0.0061,7
domain_randomization,drawer_opening,impact_onset,seen_shift,0.5136,0.0584,0.3174,0.0061,0.3265,0.0041,0.1025,0.0041,0.0999,0.0044,0.0592,0.0028,0.1429,0.0,0.3221,0.0044,7
domain_randomization,drawer_opening,impact_onset,unseen_geometry,0.4694,0.0292,0.312,0.0056,0.3437,0.0043,0.118,0.002,0.1129,0.0014,0.0607,0.0028,0.1492,0.0,0.3085,0.0034,7
domain_randomization,drawer_opening,impact_onset,unseen_friction,0.4575,0.0363,0.3107,0.0053,0.3399,0.005,0.1104,0.0021,0.1126,0.0033,0.0942,0.0037,0.1528,0.0,0.3125,0.0058,7
domain_randomization,drawer_opening,impact_onset,combined_stress,0.3673,0.0307,0.2905,0.0074,0.3582,0.0049,0.1355,0.0047,0.1266,0.0038,0.1004,0.0057,0.1635,0.0,0.3022,0.0068,7
domain_randomization,drawer_opening,stick_slip_transition,nominal,0.5221,0.0495,0.3317,0.0054,0.3044,0.005,0.0663,0.0032,0.0766,0.0017,0.0691,0.0048,0.1296,0.0,0.3313,0.0065,7
domain_randomization,drawer_opening,stick_slip_transition,seen_shift,0.4864,0.0365,0.3239,0.0079,0.3272,0.0023,0.0773,0.004,0.093,0.0023,0.092,0.0041,0.1419,0.0,0.3196,0.0053,7
domain_randomization,drawer_opening,stick_slip_transition,unseen_geometry,0.4915,0.0562,0.3061,0.0047,0.3348,0.0017,0.0866,0.0037,0.1079,0.0024,0.1002,0.0025,0.148,0.0,0.3102,0.0034,7
domain_randomization,drawer_opening,stick_slip_transition,unseen_friction,0.4354,0.0441,0.3084,0.0067,0.3479,0.0042,0.082,0.0037,0.1017,0.0057,0.1487,0.004,0.1516,0.0,0.3089,0.0043,7
domain_randomization,drawer_opening,stick_slip_transition,combined_stress,0.4269,0.0523,0.3009,0.0061,0.3528,0.005,0.0957,0.0021,0.1241,0.0016,0.1524,0.0008,0.1621,0.0,0.2984,0.0053,7
domain_randomization,drawer_opening,unilateral_lift_off,nominal,0.551,0.0373,0.3349,0.0083,0.2893,0.005,0.0625,0.0017,0.0693,0.0017,0.0455,0.0024,0.1279,0.0,0.3332,0.0068,7
domain_randomization,drawer_opening,unilateral_lift_off,seen_shift,0.4881,0.0279,0.318,0.0058,0.3009,0.0044,0.0729,0.0017,0.0859,0.0035,0.0649,0.004,0.1398,0.0,0.3183,0.0069,7
domain_randomization,drawer_opening,unilateral_lift_off,unseen_geometry,0.4558,0.0413,0.3138,0.0087,0.3101,0.0063,0.084,0.0021,0.0928,0.0045,0.0703,0.0039,0.1458,0.0,0.3136,0.0058,7
domain_randomization,drawer_opening,unilateral_lift_off,unseen_friction,0.4439,0.041,0.3119,0.0052,0.3143,0.0065,0.0807,0.003,0.0892,0.0047,0.1084,0.0041,0.1492,0.0,0.3095,0.0067,7
domain_randomization,drawer_opening,unilateral_lift_off,combined_stress,0.4354,0.0274,0.2889,0.0078,0.3294,0.0028,0.0937,0.0028,0.1115,0.0053,0.113,0.0035,0.1594,0.0,0.3026,0.0065,7
domain_randomization,drawer_opening,contact_jamming,nominal,0.5204,0.0309,0.3296,0.0061,0.2998,0.004,0.0694,0.0023,0.1044,0.0043,0.05,0.0051,0.1312,0.0,0.3334,0.0067,7
domain_randomization,drawer_opening,contact_jamming,seen_shift,0.4643,0.0216,0.3196,0.0072,0.3149,0.0017,0.0858,0.0019,0.1248,0.0042,0.0672,0.0031,0.1439,0.0,0.3194,0.0078,7
domain_randomization,drawer_opening,contact_jamming,unseen_geometry,0.4643,0.0345,0.3169,0.0076,0.3228,0.0035,0.0985,0.003,0.148,0.0061,0.0739,0.0028,0.1503,0.0,0.3131,0.0058,7
domain_randomization,drawer_opening,contact_jamming,unseen_friction,0.4507,0.0508,0.3133,0.0093,0.3255,0.004,0.0958,0.0017,0.1406,0.003,0.113,0.004,0.154,0.0,0.3146,0.003,7
domain_randomization,drawer_opening,contact_jamming,combined_stress,0.4133,0.0422,0.3002,0.0112,0.3379,0.0021,0.1098,0.0028,0.166,0.0037,0.1157,0.0044,0.1649,0.0,0.2961,0.0095,7
domain_randomization,drawer_opening,release_snap,nominal,0.4949,0.0325,0.3223,0.0122,0.3074,0.0023,0.0814,0.0027,0.0761,0.0039,0.0513,0.0042,0.1309,0.0,0.3253,0.0054,7
domain_randomization,drawer_opening,release_snap,seen_shift,0.4728,0.0268,0.3135,0.0063,0.327,0.0043,0.1003,0.0036,0.0946,0.0029,0.0674,0.0024,0.1436,0.0,0.3133,0.005,7
domain_randomization,drawer_opening,release_snap,unseen_geometry,0.4167,0.0297,0.316,0.0087,0.3388,0.0031,0.1134,0.0032,0.1067,0.0053,0.0776,0.0036,0.1499,0.0,0.3149,0.0044,7
domain_randomization,drawer_opening,release_snap,unseen_friction,0.4082,0.0519,0.3106,0.0074,0.3457,0.0038,0.1094,0.0033,0.103,0.0047,0.1109,0.0032,0.1536,0.0,0.3143,0.0027,7
domain_randomization,drawer_opening,release_snap,combined_stress,0.3997,0.037,0.2916,0.0039,0.3606,0.0067,0.1259,0.0034,0.122,0.005,0.118,0.002,0.1644,0.0,0.2986,0.0067,7
domain_randomization,drawer_opening,combined_contact_shock,nominal,0.4796,0.0393,0.3339,0.0065,0.3259,0.0033,0.0829,0.0021,0.1014,0.0031,0.0678,0.003,0.1323,0.0,0.3249,0.008,7
domain_randomization,drawer_opening,combined_contact_shock,seen_shift,0.4218,0.0352,0.3112,0.0077,0.3478,0.0033,0.1072,0.0023,0.1261,0.0039,0.0866,0.0024,0.1453,0.0,0.3124,0.0067,7
domain_randomization,drawer_opening,combined_contact_shock,unseen_geometry,0.3741,0.0238,0.3115,0.0065,0.3645,0.0041,0.1237,0.0025,0.1526,0.0042,0.0967,0.0027,0.1518,0.0,0.3101,0.0058,7
domain_randomization,drawer_opening,combined_contact_shock,unseen_friction,0.3946,0.0439,0.3116,0.0032,0.3762,0.0033,0.1172,0.0031,0.14,0.0038,0.1433,0.0026,0.1556,0.0,0.3094,0.0059,7
domain_randomization,drawer_opening,combined_contact_shock,combined_stress,0.3231,0.0365,0.2978,0.0056,0.3933,0.0032,0.1375,0.0024,0.1658,0.003,0.1447,0.0044,0.1667,0.0,0.3017,0.0052,7
domain_randomization,cable_routing,nominal_contact,nominal,0.5544,0.0301,0.3292,0.0044,0.2735,0.0034,0.0371,0.0028,0.0614,0.003,0.0427,0.0027,0.1219,0.0,0.3294,0.0063,7
domain_randomization,cable_routing,nominal_contact,seen_shift,0.5102,0.0637,0.3143,0.0059,0.2803,0.0052,0.0432,0.0017,0.0737,0.0039,0.0547,0.0035,0.1322,0.0,0.3198,0.0053,7
domain_randomization,cable_routing,nominal_contact,unseen_geometry,0.483,0.0758,0.3074,0.0068,0.2864,0.005,0.0436,0.0035,0.0829,0.0032,0.0586,0.0037,0.1374,0.0,0.3107,0.0031,7
