method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
no_contact_behavior_clone,peg_insertion,contact_jamming,combined_stress,3,84,0.2738,0.2738,0.2147,0.3757,0.1284,0.2046,0.1285,0.1567,0.2243
no_contact_behavior_clone,peg_insertion,contact_jamming,combined_stress,4,84,0.3214,0.2765,0.2137,0.3882,0.13,0.2062,0.1171,0.1567,0.2296
no_contact_behavior_clone,peg_insertion,contact_jamming,combined_stress,5,84,0.369,0.284,0.2287,0.3818,0.1326,0.2046,0.126,0.1567,0.2334
no_contact_behavior_clone,peg_insertion,contact_jamming,combined_stress,6,84,0.2738,0.2689,0.2189,0.3804,0.1348,0.2077,0.1156,0.1567,0.2378
no_contact_behavior_clone,peg_insertion,release_snap,nominal,0,84,0.4286,0.4335,0.2248,0.3492,0.102,0.0819,0.0592,0.1228,0.2681
no_contact_behavior_clone,peg_insertion,release_snap,nominal,1,84,0.3333,0.4256,0.244,0.3558,0.1035,0.0866,0.0556,0.1228,0.2582
no_contact_behavior_clone,peg_insertion,release_snap,nominal,2,84,0.381,0.4301,0.2652,0.3439,0.1049,0.087,0.0483,0.1228,0.2687
no_contact_behavior_clone,peg_insertion,release_snap,nominal,3,84,0.3333,0.433,0.2288,0.3515,0.0999,0.0857,0.053,0.1228,0.2698
no_contact_behavior_clone,peg_insertion,release_snap,nominal,4,84,0.4643,0.4285,0.244,0.3446,0.1,0.0924,0.0458,0.1228,0.2564
no_contact_behavior_clone,peg_insertion,release_snap,nominal,5,84,0.381,0.4105,0.2354,0.3454,0.096,0.094,0.0599,0.1228,0.2676
no_contact_behavior_clone,peg_insertion,release_snap,nominal,6,84,0.3333,0.4186,0.2456,0.3401,0.1058,0.0943,0.0488,0.1228,0.2656
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,0,84,0.3452,0.3716,0.2405,0.3689,0.1217,0.1057,0.066,0.1354,0.2528
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,1,84,0.4286,0.3733,0.2415,0.366,0.1227,0.1125,0.0602,0.1354,0.2446
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,2,84,0.3333,0.3922,0.2327,0.3611,0.1223,0.1011,0.0755,0.1354,0.2504
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,3,84,0.4048,0.371,0.2335,0.3728,0.1317,0.1158,0.0595,0.1354,0.254
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,4,84,0.4167,0.3664,0.2408,0.3676,0.121,0.1089,0.0635,0.1354,0.2513
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,5,84,0.4167,0.3729,0.2356,0.3706,0.1218,0.1079,0.0773,0.1354,0.2489
no_contact_behavior_clone,peg_insertion,release_snap,seen_shift,6,84,0.4524,0.3767,0.2383,0.3673,0.1219,0.1077,0.0648,0.1354,0.2531
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,0,84,0.2738,0.3228,0.2356,0.4004,0.1487,0.1137,0.0803,0.1418,0.2598
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,1,84,0.3929,0.3253,0.2289,0.3992,0.146,0.1286,0.0661,0.1418,0.259
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,2,84,0.3452,0.336,0.2243,0.395,0.143,0.1216,0.0688,0.1418,0.2513
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,3,84,0.3452,0.3461,0.2245,0.4029,0.1508,0.1132,0.0704,0.1418,0.2462
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,4,84,0.2262,0.3379,0.236,0.3991,0.1446,0.1196,0.0758,0.1418,0.2439
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,5,84,0.2857,0.348,0.2354,0.4031,0.1467,0.1313,0.0686,0.1418,0.248
no_contact_behavior_clone,peg_insertion,release_snap,unseen_geometry,6,84,0.3929,0.3324,0.2243,0.4018,0.1472,0.1194,0.0732,0.1418,0.2478
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,0,84,0.3095,0.3394,0.212,0.3952,0.1356,0.114,0.1141,0.1454,0.238
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,1,84,0.3452,0.326,0.2255,0.3914,0.1361,0.1194,0.113,0.1454,0.2388
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,2,84,0.4048,0.3362,0.22,0.3947,0.1291,0.1295,0.1184,0.1454,0.2494
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,3,84,0.4048,0.3316,0.2218,0.3889,0.1431,0.1273,0.1146,0.1454,0.255
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,4,84,0.381,0.3424,0.2296,0.3867,0.1335,0.1189,0.1314,0.1454,0.2251
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,5,84,0.3214,0.3368,0.2448,0.3901,0.1356,0.126,0.1092,0.1454,0.2512
no_contact_behavior_clone,peg_insertion,release_snap,unseen_friction,6,84,0.3095,0.3375,0.2125,0.3996,0.1349,0.1182,0.1171,0.1454,0.2493
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,0,84,0.2976,0.2831,0.2135,0.4104,0.1624,0.1496,0.1205,0.1563,0.2254
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,1,84,0.2381,0.2694,0.195,0.4179,0.1737,0.1435,0.113,0.1563,0.2372
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,2,84,0.2857,0.2787,0.2039,0.4165,0.1709,0.1419,0.1176,0.1563,0.2382
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,3,84,0.25,0.282,0.1869,0.415,0.1586,0.1452,0.1142,0.1563,0.2227
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,4,84,0.25,0.2927,0.1902,0.4152,0.1704,0.137,0.1207,0.1563,0.2403
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,5,84,0.2857,0.2877,0.2204,0.4116,0.1677,0.1469,0.1237,0.1563,0.226
no_contact_behavior_clone,peg_insertion,release_snap,combined_stress,6,84,0.2976,0.2903,0.2124,0.4356,0.1714,0.1387,0.1228,0.1563,0.252
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,0,84,0.3929,0.393,0.2446,0.3725,0.1042,0.1282,0.0561,0.1242,0.2511
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,1,84,0.369,0.3931,0.2394,0.3628,0.1061,0.1221,0.0601,0.1242,0.2544
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,2,84,0.4643,0.3986,0.2425,0.3679,0.105,0.129,0.0586,0.1242,0.2492
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,3,84,0.4405,0.3929,0.2336,0.3676,0.1026,0.1232,0.0709,0.1242,0.2552
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,4,84,0.4524,0.3971,0.2567,0.3607,0.1109,0.1316,0.0726,0.1242,0.2746
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,5,84,0.2619,0.3968,0.2387,0.368,0.1109,0.1182,0.062,0.1242,0.2558
no_contact_behavior_clone,peg_insertion,combined_contact_shock,nominal,6,84,0.3571,0.395,0.2472,0.36,0.1096,0.1278,0.0655,0.1242,0.2798
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,0,84,0.2262,0.3348,0.2193,0.3942,0.1397,0.1568,0.0999,0.1372,0.2504
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,1,84,0.3452,0.3328,0.2388,0.3935,0.1365,0.1529,0.0857,0.1372,0.2569
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,2,84,0.4167,0.3182,0.2342,0.4029,0.1323,0.1531,0.087,0.1372,0.2439
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,3,84,0.3452,0.3195,0.2238,0.392,0.1257,0.1525,0.0892,0.1372,0.26
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,4,84,0.3452,0.3274,0.2302,0.3946,0.1319,0.1483,0.0904,0.1372,0.2582
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,5,84,0.2738,0.3106,0.2323,0.3941,0.1288,0.1553,0.0848,0.1372,0.2537
no_contact_behavior_clone,peg_insertion,combined_contact_shock,seen_shift,6,84,0.3333,0.3294,0.2392,0.3948,0.1284,0.149,0.091,0.1372,0.2648
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,0,84,0.2381,0.2909,0.2386,0.423,0.1609,0.1838,0.0948,0.1437,0.2419
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,1,84,0.2976,0.2691,0.2018,0.4274,0.1616,0.1841,0.099,0.1437,0.234
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,2,84,0.3571,0.2705,0.2264,0.4301,0.1632,0.1797,0.0955,0.1437,0.2542
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,3,84,0.2024,0.2828,0.2271,0.4146,0.1614,0.1759,0.0956,0.1437,0.2447
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,4,84,0.2738,0.2778,0.24,0.4222,0.1624,0.1924,0.0917,0.1437,0.2449
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,5,84,0.3571,0.2784,0.2266,0.4174,0.1649,0.185,0.0913,0.1437,0.2521
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_geometry,6,84,0.25,0.2735,0.2361,0.434,0.1646,0.1839,0.0862,0.1437,0.2464
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,0,84,0.25,0.293,0.2367,0.4227,0.1541,0.1764,0.1428,0.1474,0.2346
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,1,84,0.2857,0.2732,0.225,0.4323,0.1474,0.1647,0.1453,0.1474,0.2396
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,2,84,0.2262,0.2897,0.2231,0.421,0.1446,0.1801,0.1435,0.1474,0.231
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,3,84,0.2857,0.27,0.2143,0.4259,0.149,0.172,0.1416,0.1474,0.2411
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,4,84,0.2976,0.2763,0.2261,0.4246,0.1465,0.1757,0.1482,0.1474,0.233
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,5,84,0.2857,0.29,0.2172,0.4258,0.1454,0.1656,0.1373,0.1474,0.2482
no_contact_behavior_clone,peg_insertion,combined_contact_shock,unseen_friction,6,84,0.3571,0.2942,0.2284,0.4128,0.1469,0.1796,0.1447,0.1474,0.2487
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,0,84,0.1905,0.2212,0.216,0.4555,0.1819,0.2048,0.1463,0.1586,0.2409
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,1,84,0.1905,0.2239,0.2101,0.4446,0.1875,0.2056,0.1437,0.1586,0.2431
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,2,84,0.2262,0.2167,0.2001,0.4515,0.1779,0.2115,0.147,0.1586,0.2266
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,3,84,0.2381,0.2199,0.2163,0.4568,0.1801,0.2048,0.1469,0.1586,0.2298
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,4,84,0.1786,0.2191,0.2273,0.4463,0.184,0.2111,0.1565,0.1586,0.236
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,5,84,0.2024,0.2066,0.2054,0.4495,0.1842,0.1979,0.1542,0.1586,0.2348
no_contact_behavior_clone,peg_insertion,combined_contact_shock,combined_stress,6,84,0.2381,0.2203,0.2275,0.4594,0.1848,0.197,0.1468,0.1586,0.2305
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,0,84,0.5952,0.528,0.2676,0.2763,0.0316,0.0701,0.0354,0.1137,0.2573
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,1,84,0.5119,0.5141,0.2578,0.2761,0.0415,0.0575,0.0381,0.1137,0.2674
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,2,84,0.4405,0.5129,0.2494,0.2865,0.0408,0.0669,0.0437,0.1137,0.2528
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,3,84,0.5119,0.5216,0.251,0.2773,0.0371,0.0635,0.0342,0.1137,0.2562
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,4,84,0.5119,0.4996,0.2182,0.2746,0.0414,0.0615,0.031,0.1137,0.2678
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,5,84,0.4405,0.5087,0.2343,0.268,0.038,0.0563,0.0502,0.1137,0.2735
no_contact_behavior_clone,drawer_opening,nominal_contact,nominal,6,84,0.4881,0.5239,0.2401,0.2766,0.0384,0.0556,0.0388,0.1137,0.2546
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,0,84,0.4286,0.4863,0.2307,0.2908,0.0481,0.0749,0.0614,0.1241,0.2521
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,1,84,0.5357,0.4833,0.2487,0.2884,0.0444,0.0764,0.0623,0.1241,0.2739
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,2,84,0.4405,0.4633,0.226,0.2903,0.0478,0.0794,0.0595,0.1241,0.2621
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,3,84,0.5357,0.471,0.221,0.2912,0.0499,0.0789,0.0503,0.1241,0.2617
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,4,84,0.4524,0.4746,0.2087,0.2764,0.0391,0.0875,0.0607,0.1241,0.2546
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,5,84,0.4881,0.4697,0.2243,0.2878,0.0521,0.0713,0.0541,0.1241,0.25
no_contact_behavior_clone,drawer_opening,nominal_contact,seen_shift,6,84,0.4881,0.4844,0.2305,0.281,0.0414,0.0711,0.0503,0.1241,0.2381
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,0,84,0.4405,0.4515,0.2308,0.295,0.0495,0.0884,0.0637,0.1292,0.2512
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,1,84,0.5,0.4614,0.2212,0.3001,0.0533,0.0862,0.0648,0.1292,0.2607
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,2,84,0.3095,0.4615,0.2229,0.2913,0.0476,0.0819,0.0618,0.1292,0.2332
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,3,84,0.4286,0.4549,0.2402,0.2966,0.0447,0.0793,0.0644,0.1292,0.2483
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,4,84,0.5833,0.4613,0.2123,0.2924,0.0467,0.0866,0.0684,0.1292,0.2456
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,5,84,0.4881,0.4508,0.2238,0.3008,0.0475,0.0809,0.0627,0.1292,0.2529
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_geometry,6,84,0.4286,0.4519,0.2346,0.296,0.0412,0.0917,0.0704,0.1292,0.2424
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,0,84,0.5,0.4464,0.2166,0.3047,0.0481,0.0848,0.1013,0.1322,0.2391
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,1,84,0.4762,0.4531,0.2225,0.2947,0.0489,0.0921,0.096,0.1322,0.2385
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,2,84,0.4048,0.4542,0.2255,0.2946,0.0439,0.0807,0.1058,0.1322,0.2365
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,3,84,0.5,0.4458,0.2167,0.2912,0.0495,0.0879,0.103,0.1322,0.2226
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,4,84,0.369,0.4544,0.231,0.3023,0.0492,0.075,0.1063,0.1322,0.2546
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,5,84,0.4405,0.4369,0.2216,0.2976,0.0596,0.0845,0.1104,0.1322,0.2465
no_contact_behavior_clone,drawer_opening,nominal_contact,unseen_friction,6,84,0.5357,0.4357,0.2066,0.3065,0.0547,0.0828,0.1037,0.1322,0.2472
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,0,84,0.4405,0.4036,0.2059,0.3122,0.056,0.0945,0.1108,0.1411,0.238
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,1,84,0.5119,0.4153,0.2097,0.3062,0.0545,0.0948,0.0995,0.1411,0.226
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,2,84,0.4048,0.4041,0.2109,0.3123,0.0551,0.094,0.1131,0.1411,0.2348
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,3,84,0.4286,0.4195,0.2074,0.3048,0.0534,0.1037,0.1065,0.1411,0.2441
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,4,84,0.369,0.4152,0.214,0.3107,0.0518,0.1071,0.1056,0.1411,0.2291
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,5,84,0.4643,0.4015,0.2054,0.3142,0.0406,0.0947,0.1107,0.1411,0.2176
no_contact_behavior_clone,drawer_opening,nominal_contact,combined_stress,6,84,0.369,0.4121,0.1938,0.2983,0.0547,0.0912,0.1035,0.1411,0.231
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,0,84,0.5357,0.4771,0.2554,0.3457,0.0848,0.0845,0.0426,0.1222,0.2501
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,1,84,0.4762,0.4734,0.248,0.321,0.0888,0.0845,0.0457,0.1222,0.2566
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,2,84,0.5,0.4599,0.2346,0.3164,0.0856,0.08,0.0469,0.1222,0.2457
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,3,84,0.369,0.4674,0.2418,0.3263,0.0889,0.0819,0.0502,0.1222,0.2733
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,4,84,0.4762,0.4498,0.2378,0.3147,0.0839,0.0878,0.0462,0.1222,0.2682
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,5,84,0.4524,0.4678,0.2689,0.3158,0.0883,0.0767,0.0398,0.1222,0.2549
no_contact_behavior_clone,drawer_opening,impact_onset,nominal,6,84,0.5595,0.4689,0.2465,0.3291,0.0918,0.0822,0.0313,0.1222,0.2694
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,0,84,0.381,0.4222,0.2351,0.3503,0.1135,0.0983,0.0624,0.1348,0.2619
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,1,84,0.4286,0.4125,0.2273,0.3317,0.1042,0.0968,0.0559,0.1348,0.2567
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,2,84,0.369,0.4113,0.2394,0.3492,0.1149,0.0977,0.061,0.1348,0.256
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,3,84,0.3333,0.4263,0.234,0.3354,0.1141,0.1072,0.0666,0.1348,0.2404
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,4,84,0.4048,0.4057,0.2413,0.3394,0.1012,0.1085,0.0604,0.1348,0.2578
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,5,84,0.381,0.4033,0.2222,0.3445,0.1117,0.1031,0.0536,0.1348,0.2556
no_contact_behavior_clone,drawer_opening,impact_onset,seen_shift,6,84,0.4762,0.4175,0.2517,0.345,0.1117,0.1044,0.0532,0.1348,0.257
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,0,84,0.3333,0.3888,0.2322,0.3626,0.1248,0.1083,0.078,0.141,0.2475
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,1,84,0.4405,0.377,0.232,0.3683,0.1329,0.1171,0.0607,0.141,0.2513
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,2,84,0.3571,0.363,0.2075,0.3739,0.1258,0.1167,0.0634,0.141,0.2636
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,3,84,0.4762,0.3771,0.2308,0.3667,0.1362,0.1131,0.063,0.141,0.2451
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,4,84,0.3214,0.4022,0.25,0.3688,0.1319,0.1179,0.0629,0.141,0.2373
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,5,84,0.3452,0.3801,0.236,0.3564,0.1354,0.1232,0.0763,0.141,0.2503
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_geometry,6,84,0.369,0.3756,0.2261,0.3723,0.1262,0.1156,0.0619,0.141,0.2517
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,0,84,0.381,0.3905,0.2263,0.3624,0.1218,0.1177,0.1015,0.1446,0.2529
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,1,84,0.3452,0.3642,0.2173,0.3617,0.1225,0.1173,0.1057,0.1446,0.238
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,2,84,0.369,0.3786,0.2345,0.3675,0.1242,0.1159,0.11,0.1446,0.2346
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,3,84,0.381,0.3762,0.215,0.3626,0.119,0.1278,0.0997,0.1446,0.2524
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,4,84,0.3571,0.389,0.2262,0.3629,0.1248,0.1145,0.1059,0.1446,0.2421
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,5,84,0.3333,0.3841,0.2318,0.3614,0.1297,0.1169,0.1076,0.1446,0.2602
no_contact_behavior_clone,drawer_opening,impact_onset,unseen_friction,6,84,0.3929,0.3729,0.2241,0.3464,0.1207,0.1155,0.1058,0.1446,0.2506
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,0,84,0.3333,0.3356,0.2075,0.3876,0.1469,0.1434,0.1154,0.1553,0.2392
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,1,84,0.381,0.342,0.2054,0.3861,0.1522,0.126,0.1052,0.1553,0.2345
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,2,84,0.4405,0.3326,0.2138,0.3808,0.1527,0.1282,0.1161,0.1553,0.2295
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,3,84,0.381,0.3364,0.2054,0.3893,0.1437,0.1398,0.1106,0.1553,0.2326
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,4,84,0.3452,0.3251,0.1978,0.3896,0.1486,0.138,0.1099,0.1553,0.2409
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,5,84,0.4048,0.3392,0.216,0.3858,0.148,0.1383,0.1048,0.1553,0.2361
no_contact_behavior_clone,drawer_opening,impact_onset,combined_stress,6,84,0.381,0.3291,0.2176,0.3727,0.1443,0.136,0.1136,0.1553,0.2493
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,0,84,0.3929,0.4716,0.2628,0.3111,0.0643,0.0641,0.0775,0.1214,0.2528
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,1,84,0.4048,0.4564,0.243,0.3198,0.0648,0.0681,0.0838,0.1214,0.2597
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,2,84,0.4286,0.4573,0.282,0.3252,0.0654,0.079,0.0734,0.1214,0.2589
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,3,84,0.4881,0.4506,0.2422,0.3218,0.073,0.0853,0.0744,0.1214,0.2551
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,4,84,0.4524,0.467,0.2466,0.3154,0.0678,0.0672,0.071,0.1214,0.2629
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,5,84,0.4762,0.4705,0.2238,0.3207,0.0622,0.0849,0.0841,0.1214,0.2552
no_contact_behavior_clone,drawer_opening,stick_slip_transition,nominal,6,84,0.4048,0.4603,0.2517,0.3275,0.0708,0.0801,0.0833,0.1214,0.2609
no_contact_behavior_clone,drawer_opening,stick_slip_transition,seen_shift,0,84,0.4167,0.4108,0.2451,0.3374,0.0822,0.0937,0.097,0.1337,0.2568
no_contact_behavior_clone,drawer_opening,stick_slip_transition,seen_shift,1,84,0.4048,0.419,0.2382,0.3438,0.0765,0.1012,0.1059,0.1337,0.2644
no_contact_behavior_clone,drawer_opening,stick_slip_transition,seen_shift,2,84,0.4762,0.4177,0.2376,0.3455,0.0835,0.1051,0.1018,0.1337,0.2446
no_contact_behavior_clone,drawer_opening,stick_slip_transition,seen_shift,3,84,0.369,0.4118,0.2218,0.338,0.0868,0.0976,0.0988,0.1337,0.2609
no_contact_behavior_clone,drawer_opening,stick_slip_transition,seen_shift,4,84,0.4524,0.4263,0.2312,0.3419,0.0805,0.0979,0.1083,0.1337,0.2546
